Number,Storage,Name,Est.,Country,Type,ABV,Date,Memory,,git repo,,
527,Tall black,St. Bernardus Wit,,BE,abbey; wheat,5.5,19/08/2020,Chilling on the couch,,,,
1040,Tall black,St. Bernardus Christmas Ale,,BE,abbey; Christmas beer,10,23/01/2023,A&S talk rehearsal,,,,
356,Tall black,Blanche des Neiges,,BE,white,4.8,08/08/2019,LHCb Friday Relax 2/2,,,,
502,Tall black,St. Feuillien Blonde,1873,BE,abbey,7.5,04/06/2020,Trianon centenary with toys,,,,
833,Tall black,St. Feuillien Grand Cru,1873,BE,abbey blonde,9.5,30/04/2022,Cu ai mei în grădină,,,,
929,Tall black,St. Feuillien Quadrupel,1873,BE,abbey; quadruple,11,09/10/2022,Trip to Gulpen w/ Ludi & Ewald 2/5,,,,
974,Tall black,St. Feuillien Tripel,1873,BE,abbey; tripel,8.5,19/11/2022,D&D night 1/2,,,,
1135,Tall black,St. Feuillien Saison,1873,BE,abbey; saison,6.5,09/04/2023,Grătar la Migu 3/3,,,,
531,Tall black,Forest,,BE,abbey,6.5,31/08/2020,End of summer in Rochmond Park & slaying the Spire,,,,
,Tall black,Kapittel,,BE,abbey double,7.5,,,,,,
672,Tall black,Kapittel,,BE,abbey,6,06/08/2021,Five Guys to celebrate start of holiday,,,,
818,Tall black,Abbaye des Rocs,1979,BE,brown abbey,9,13/04/2022,German course get-together 1/3,,,,
815,Tall black,Aubel Triple,1907,BE,tripel,9,10/04/2022,Plombière 1/2,,,,
1156,Tall black,Aubel Pure,1907,BE,blonde,5,03/05/2023,Helium IFT talk,,,,
816,Tall black,La Corne du Bois des Pendus,1636,BE,blonde,5.9,10/04/2022,Plombière 2/2,,,,
578,Tall black,Piraat,1784,BE,tripel,10.5,09/12/2020,Finished slides for LHCb week talk,,,,
579,Tall black,Piraat,1784,BE,beer,10.5,10/12/2020,LHCb week talk,,,,
583,Tall black,Bornem,,BE,abbey tripel,9,15/12/2020,Plimbare la cazino cu tata,,,,
585,Tall black,Bornem,,BE,abbey double,7.2,18/12/2020,The Mandalorian season 2,,,,
670,Tall black,Gouden Carolus Tripel,,BE,tripel,9,28/07/2021,Thesis submitted,,,,
819,Tall black,Gouden Carolus Classic,,BE,strong dark,8.5,13/04/2022,German course get-together 2/3,,,,
768,Tall black,Petrus Blond,,BE,blonde ale,6.5,26/01/2022,Last night out in London 2/2,,,,
796,Tall black,Omer,,BE,blonde,8,10/03/2022,E mucegai în bere,,,,
790,Tall black,De Dochter van de Korenaar,,BE,smoky stout,7,05/03/2022,Wingman w/ Fabian & Sebastian 1/2,,,,
788,Tall black,Kerel Saison,,BE,saison,5.5,27/02/2022,Cycling through the fields after 1 month in Aachen,,,,
797,Tall black,Kerel Grapefruit IPA,,BE,IPA,5,13/03/2022,Cycling on the Dutch side,,,,
823,Tall black,Kerel Organic Wit,,BE,wheat ale,6.6,15/04/2022,Tase & Marta 3/3,,,,
799,Tall black,Ardenne tripel,,BE,tripel,8.5,18/03/2022,Wingman w/ youngsters 1/5,,,,
804,Tall black,Tripel d'Anvers,,BE,tripel,8,20/03/2022,Den Haag 1/2,,,,
828,Tall black,Cuvée Clarisse,1743,BE,strong ruby,10.2,24/04/2022,Paște fericit!,,,,
,Tall black,Strandgaper,,BE,blonde,6.5,,,,,,
,Tall black,Delirium Tremens,1654,BE,strong pale,8.5,08/04/2013,Laur și-a luat mașină!,,,,
811,Tall black,Delirium Nocturnum,1654,BE,strong dark,8.5,04/04/2022,Got my stuff back,,,,
814,Tall black,Delirium Argentum,1654,BE,amber IPA,7,08/04/2022,Shisha after Neckarzimmern,,,,
401,Tall black,Gruut,,BE,tripel,9,26/10/2019,Happy happy birthday 2/2,,,,
500,Tall black,Kasteel Donker,,BE,donker,11,01/06/2020,Ziua copilului,,,,
622,Tall black,Kasteel Blond,,BE,blonde,7,22/03/2021,RK paper submitted,,,,
623,Tall black,Kasteel Tripel,,BE,tripel,11,23/03/2021,RK public!,,,,
624,Tall black,Kasteel Rouge,,BE,red,8,24/03/2021,RK Morion discussion,,,,
812,Tall black,Kasteel Xtra,,BE,blonde,4.5,04/04/2022,Pancake batter,,,,
965,Tall black,Kasteel Cuvée de Chateau,,BE,Belgian ale,11,08/11/2022,Toolsday,,,,
988,Tall black,Barrista Chocolate Quad,,BE,Belgian ae,11,27/11/2022,Courage & The Boondocks 1/2,,,,
,Tall black,Tripel Karmeliet,16xx,BE,abbey tripel,8.4,07/10/2017,First Friday at the pub with the HEP group,,,,
855,Tall black,Bourgogne des Flandres,,BE,red; brown,5,27/06/2022,Post-shift drinks w/ Lera 2/2,,,,
856,Tall black,Voisin,,BE,saison,5,29/06/2022,Last SL shift in 2022,,,,
734,Tall black,Vedett Extra White,,BE,white ale,4.7,29/10/2021,Project Orange w/ Herța & Păcuraru 1/3,,,,
1215,Tall black,Vedett Extra Pilsner,,BE,pilsner,5.2,04/08/2023,Archipel w/ Ursu,,,,
300,Tall black,Poperings Hommelbier,,BE,pale ale,7.5,28/03/2019,LHCb fondue 2/2,,,,
1205,Tall black,Black Albert,,BE,royal stout,13,29/07/2023,Bierwebshop haul,,,,
876,Tall black,St. Pierre Blond,,BE,blonde,6.5,25/07/2022,Barbecue in Staadtpark 3/3,,,,
1107,Tall black,St. Pierre Tripel,,BE,abbey tripel,8.7,10/03/2023,Makimara w/ Theo 2/2,,,,
177,Tall black,La Chouffe Blond,,BE,blonde,8,20/04/2018,"God of War, curry, blaze it",,,,
896,Tall black,Chouffe 40,,BE,blonde,5.6,06/09/2022,Hopfen+Malz w/ Ludivine 1/5,,,,
1006,Tall black,N'ice Chouffe,,BE,Christmas beer,10,15/12/2022,Flight prep,,,,
1097,Tall black,La Choufe Bok 6666,,BE,bock,6.66,28/02/2023,1.1k beer marathon 2/3,,,,
307,Tall black,Rince Cochon Blonde,,BE,blonde,8.5,06/04/2019,S'beer jam session 4/4,,,,
364,Tall black,Rince Cochon Whisky,,BE,whisky beer,8.5,,,,,,
897,Tall black,Peak Tripel,,BE,tripel,8.5,06/09/2022,Hopfen+Malz w/ Ludivine 2/5,,,,
898,Tall black,Peak Summer,,BE,beer,4,06/09/2022,Hopfen+Malz w/ Ludivine 3/5,,,,
1068,Tall black,Peak Winter,,BE,beer,9,07/02/2023,Hopfen+Malz cu românii,,,,
976,Tall black,Ter Dolen Donker,,BE,dubbel,7.1,20/11/2022,Ras el hanout spaghetti,,,,
1092,Tall black,Ter Dolen Tripel,,BE,tripel,8.1,26/02/2023,Chicken tajine w/ Theo,,,,
972,Tall black,De Verboden Vrucht,,BE,strong ale,8.5,18/11/2022,Westfriedhof w/ Theo 1/2,,,,
1206,Tall black,Chef Prion Saison 2023,,BE,saison ale,6.5,29/07/2023,Lmadi & Dorohedoro,,,,
830,Tall black,Enigma Hades,,BE,Imperial stout,10,25/04/2022,Catch-up w/ Liviu 2/2,,,,
918,Tall black,Enigma Ragnaröck,,BE,blonde,5.5,12/09/2022,Hopfen+Malz w/ Ludivine 3/3,,,,
961,Tall black,Enigma Dragora,,BE,Belgian ale,7,03/11/2022,Catch-up cu ai mei,,,,
,Tall black,Brigand,,BE,beer,9,,,,,,
740,Tall black,The Wipers Times,,BE,blonde,6.2,04/11/2021,Late-night hangout in the kitchen,,,,
928,Tall black,Gerardus Dubbel,1732,BE,abbey; dubbel,7,09/10/2022,Trip to Gulpen w/ Ludi & Ewald 1/5,,,,
504,Tall black,Troubadour Obscura,,BE,ale,8.2,16/06/2020,Two years in Stardew Valley,,,,
1172,Tall black,Troubadour Imperial Stout,,BE,imperial stout,9,31/05/2023,Glasses w/ Theo,,,,
930,Tall black,Serafijn,,BE,stout,10,09/10/2022,Trip to Gulpen w/ Ludi & Ewald 3/5,,,,
931,Tall black,Oude Geuze Boon,,BE,lambic,7,09/10/2022,Trip to Gulpen w/ Ludi & Ewald 4/5,,,,
933,Tall black,Satan Red,,BE,amber,8,11/10/2022,Sophie's PhD celebration 1/3,,,,
934,Tall black,Bon Secours,,BE,amber,8,11/10/2022,Sophie's PhD celebration 2/3,,,,
,Tall black,Biere du Boucanier Red,,BE,red ale,7,,,,,,
600,Tall black,Biere du Boucanier Golden,,BE,golden ale,11,01/01/2021,La mulți ani fericiți! Revelion la Niq cu Teuțu 1/3,,,,
953,Tall black,Supreme Hoppy Intensive Thing (S.H.I.T.),,BE,dark IPA,13,29/10/2022,Table cu Coandã 1/2,,,,
997,Tall black,Sjovoev,,BE,stout,13,04/12/2022,Devilman Crybaby w/ Theo,,,,
960,Tall black,Jupiler,,BE,beer,5.2,03/11/2022,Pad thai,,,,
978,Tall black,Maes,,BE,pilsner,5.2,23/11/2022,Pancakes,,,,
,Tall black,Stella Artois,1366,BE,beer,5,,,,,,
178,Tall black,Hoegaarden,,BE,wheat beer,4.9,27/04/2018,1 mois de LTA,,,,
,Tall black,Augustijn Blonde,1295,BE,abbey,7,,,,,,
528,Tall black,Brugse Zot,,BE,beer,6,20/08/2020,The Prestige,,,,
993,Tall black,Brugse Zot Dubbel,,BE,dubbel,7.5,01/12/2022,Wingman w/ Ludi 3/3,,,,
,Tall black,Bush Ambrée,1769,BE,amber,12,04/07/2014,Acas’,,,,
810,Tall black,Bush Caractère,1769,BE,amber,12,02/04/2022,Dune,,,,
1039,Tall black,Bush de Noël,1769,BE,christmas beer,12,21/01/2023,Film night w/ Theo 2/2,,,,
909,Tall black,Bush Triple,1769,BE,tripel,10.5,14/09/2022,Belgian Happiness haul,,,,
977,Tall black,Bush Pêche Mel',1769,BE,flavoured,8.5,22/11/2022,Cu ai mei,,,,
986,Tall black,Bush Fram',1769,BE,flavoured,8.5,26/11/2022,Portal 2 w/ Theo 1/2,,,,
503,Tall black,Mongozo,,BE,pilsner,5,05/06/2020,Replies to RC,,,,
963,Tall black,Bertinchamps Triple,,BE,tripel,8,04/11/2022,Romanian house party 2/2,,,,
998,Tall black,Invidia,,BE,chocolate stout,10,06/12/2022,Cu Theo 1/2,,,,
999,Tall black,Pecheresse,,BE,fruit lambic,2.5,06/12/2022,Cu Theo 2/2,,,,
1001,Tall black,Préaris Quadrupel,,BE,quadruple,10,10/12/2022,Liviu flight planning,,,,
1116,Tall black,Préaris Quadrocinno,,BE,quadruple,10,23/03/2023,Catch-up cu ai mei,,,,
746,Tall black,Liefmans Kriek Brut,,BE,Kriek,6,24/11/2021,Celebrating Dr. Shir,,,,
1036,Tall black,Liefmans On the Rocks,,BE,fruit beer,5,16/01/2023,Drinks w/ Theo & Maria 2/2,,,,
1063,Tall black,Miss Lucie,,BE,blonde,8,04/02/2023,The Menu cu românii 4/6,,,,
1065,Tall black,Bootjesbier,,BE,amber,7,04/02/2023,The Menu cu românii 6/6,,,,
1067,Tall black,Seef,,BE,beer,6.5,06/02/2023,Pizza after ana note writing,,,,
1104,Tall black,Super Cadix,,BE,pilsner,5.6,07/03/2023,Catch-up cu ai mei,,,,
1057,Tall black,Sancti Adalberti Abdijbock,,BE,abbey; bock,6.5,02/02/2023,Catch-up cu ai mei,,,,
1078,Tall black,Sancti Adalberti Pastorale,,BE,abbey,8,13/02/2023,A very productive Monday,,,,
1079,Tall black,Sancti Adalberti,,BE,abbey; blonde,5.7,14/02/2023,Catch-up cu ai mei,,,,
1073,Tall black,Fourchette,,BE,tripel,7.5,10/02/2023,Vineri seară,,,,
1094,Tall black,Nachtraaf Quadrupel,,BE,quadruple,10,27/02/2023,Requiem for a Dream w/ Theo,,,,
1105,Tall black,Nachtraaf Tripel,,BE,tripel,8,07/03/2023,Berserk,,,,
1031,Tall black,Clash of the Titans Reserve,,BE,unfiltered,12,10/01/2023,First work day after holiday,,,,
1197,Tall black,Abbaye d'Auline Ambrée,,BE,abbey,6,08/07/2023,Vennbahnweg w/ Theo,,,,
1119,Tall black,Victoria,1695,BE,Belgian,8.5,25/03/2023,"Spuurgh revival pre-drinks w/ Theo, Maria & Migu 3/3",,,,
1131,Tall black,Tripel LeFort,1854,BE,blonde,8.8,08/04/2023,Drinks @ Zack 2/3,,,,
574,Tall black,Duchesse de Bourgogne,,BE,amber,6.2,04/12/2020,Rakia Discord chat 1/2,,,,
1140,Tall black,Duchesse Chocolate Cherry,,BE,cherry ale,6.8,11/04/2023,Beer indexing w/ Theo,,,,
1137,Tall black,Luvanum Blond,,BE,blonde,7.2,03/04/2023,In Louvain for JP's PhD defense 1/3,,,,
1138,Tall black,Luvanum Wintertijd,,BE,winterbeer,8,03/04/2023,In Louvain for JP's PhD defense 2/3,,,,
1139,Tall black,Luvanum We Love Hop,,BE,BIPA,8,03/04/2023,In Louvain for JP's PhD defense 3/3,,,,
1162,Tall black,Cuvée des Trolls,,BE,beer,7,12/05/2023,Sabaton & Babymetal w/ Theo,,,,
886,Tall black,Val-Dieu Triple,,BE,abbey tripel,9,25/08/2022,Hopfen+Malz w/ Ludivine,,,,
1166,Tall black,Val-Dieu Cuvée 800,,BE,abbey,5.5,20/05/2023,Theo's birthday in the Ardennes 1/2,,,,
1173,Tall black,Val-Dieu Grand Cru,,BE,abbey,10.5,03/06/2023,Geneva prep w/ Theo,,,,
1167,Tall black,Stassen,,BE,cider,7.4,20/05/2023,Theo's birthday in the Ardennes 2/2,,,,
1118,Tall black,Rodenbach Fruitage,,BE,cider,3.9,25/03/2023,"Spuurgh revival pre-drinks w/ Theo, Maria & Migu 2/3",,,,
1190,Tall black,Rodenbach Fruitage,,BE,cider,3.9,02/07/2023,Ziua Mariei 2/3,,,,
1191,Tall black,Lindemans Kriek,,BE,lambic,3.5,02/07/2023,Ziua Mariei 3/3,,,,
973,Tall black,Brussels Beer Project Babylone,,BE,bread IPA,7,18/11/2022,Westfriedhof w/ Theo 2/2,,,,
1225,Tall black,Brussels Beer Project Babylone New Edition,,BE,CIPAwB,5.5,05/08/2023,"Brussels Beer Project w/ Ursu, Ludi & Ewald",,,,
1211,Tall black,Brussels Beer Project Delta IPA,,BE,SIPA,6,04/08/2023,Atomium w/ Ursu,,,,
1218,Tall black,Brussels Beer Project Tripel Bertha,,BE,tripel; blanche,7.5,05/08/2023,"Axe throwing w/ Ursu, Ludi & Ewald 2/4",,,,
1226,Tall black,Brussels Beer Project Jungle Joy,,BE,fruit ale,5.9,05/08/2023,Café des Amis w/ Ursu,,,,
1212,Tall black,Jambe-de-Bois,,BE,tripel,8,04/08/2023,Archipel w/ Ursu 1/4,,,,
1213,Tall black,Taras Boulba,,BE,ale,4.5,04/08/2023,Archipel w/ Ursu 2/4,,,,
1214,Tall black,Zinnebir,,BE,pale ale,5.8,04/08/2023,Archipel w/ Ursu 3/4,,,,
1216,Tall black,Bersalis tripel,1882,BE,tripel,9.5,04/08/2023,Bison w/ Ursu,,,,
1217,Tall black,Heeren,,BE,beer,4.8,05/08/2023,"Axe throwing w/ Ursu, Ludi & Ewald 1/4",,,,
1219,Tall black,Epervier,,BE,IPA,7,05/08/2023,"Axe throwing w/ Ursu, Ludi & Ewald 3/4",,,,
1220,Tall black,Urine,,BE,DIPA,7,05/08/2023,"Axe throwing w/ Ursu, Ludi & Ewald 4/4",,,,
1221,Tall black,Gordon Scotch Ale,1909,BE,ale,8,05/08/2023,"La Bécasse w/ Ursu, Ludi & Ewald 1/2",,,,
1209,Tall black,St-Michel Blonde,,BE,abbey; blonde,6,04/08/2023,Rammstein pre-drinks w/ Ursu 1/2,,,,
1210,Tall black,St-Michel Brune,,BE,abbey; brown,6.5,04/08/2023,Rammstein pre-drinks w/ Ursu 2/2,,,,
1223,Tall black,Tête De Mort Triple,,BE,tripel,8.1,05/08/2023,"Delirium Village w/ Ursu, Ludi & Ewald 1/2",,,,
1224,Tall black,Fumaça,,BE,smoky; dubbel,7.9,05/08/2023,"Delirium Village w/ Ursu, Ludi & Ewald 2/2",,,,
1207,Tall black,Armout Macleod,,BE,scotch,9.5,30/07/2023,Lamb steak & purée,,,,
